,label,lem_stpwrd
880,0,bottom line another worthless cheap gimmick spring
881,0,trouble volume
882,1,good thing wa fit comfortably small ear
883,0,warning do not buy
884,1,paring phone could not happier far
885,0,open battery connection broken device turned
886,0,didn't want clip going top ear causing discomfort
887,1,best head ever
888,0,don't trust webster don't expect helpful support
889,1,wa loud glad say plantronics 510 maintains lawless connection cell no static normal use
890,0,speaker low quality making ring tone sound cheap
891,1,fit comfortably came three size earned tip
892,1,excellent product price
893,0,bad reception
894,0,product high quality chinese cap
895,1,wa quite comfortable ear
896,1,great phone
897,0,don't buy product fails
898,0,everything product wrong first
899,1,paring two device wa easy barely took couple minute before started making call voice dealing feature
900,0,wa utterly confusing first caused lose couple important contact
901,0,terrible phone holder
902,1,cutlet button placed perfectly
903,1,love able use one head both land line cell
904,0,problem ear loop made weak material break easily
905,0,not nearly good looking amazon picture make look
906,1,but despite flaw case exceptional quality well worth additional cost owning official dem product
907,0,stupid
908,1,hear i'm driving car usually don't even put loudest setting
909,1,seller shipped quickly much cheaper competitor
910,1,good show samson
911,1,bought 10 saved clot money
912,0,always cut make sound say signal failed
913,0,couldn't figure
914,0,phone sounded ok not great ok but wife's phone wa almost totally unintelligible couldn't understand word said
915,0,take battery phone put back together start
916,0,managed bend leaf spring back place metal ha enough stress break next drop
917,1,leopard print wonderfully wild
918,1,work
919,0,shaggy floppy piece june
920,1,much better hard plastic case
921,0,also new problem
922,1,happy far
923,1,cool phone
924,1,work good
925,1,motorola finally got voice quality bluetooth head right
926,0,loose connection phone even within couple foot between two
927,1,but great would really recommend
928,0,make easier keep bluetooth i'm not wearing
929,0,said above pretty united state americaeless
930,0,never got
931,0,pair headphone worst ever sound wise
932,0,] drain weak snap
933,0,doe not charge singular att 8525 phone
934,1,get extra minute carry call not get cut
935,0,however after year fliptop started get loose wobbly eventually screen went black couldn't receive place call
936,0,kept catching cable seat pull phone turn
937,1,head fulfill requirement happy purchase
938,1,logitech bluetooth head 10
939,1,like fact rest lightly against ear rather inside
940,1,lot webster rating good phone do
941,1,tried table computer upon work fine
942,0,mid joke volume quite low
943,0,i'm returning
944,0,doe not maintain connection computer lap
945,1,easy turn car volume control quite accessible
946,1,mine year christmas bought rest family
947,1,otherwise easy install use clear sound
948,1,nice leather
949,0,purchase different case
950,1,joy use
951,0,much disappointed company
952,1,satisfied
953,0,didn't charge
954,1,phone get 2005 bought s710a say
955,0,button small
956,1,reading speck alone make say
957,1,love great armband
958,1,really like product motorola allot clearer ear piece mid
959,0,however keypad tiny sometimes reach wrong button
960,1,exchanged sonya prison z500a i'm pretty happy decision
961,1,wa impressed price case
962,1,also make easier hold
963,1,use product motor control center lot high voltage humming equipment work great
964,1,pretty easy
965,0,cannot make call certain place
966,0,however girl wa complain time phone doesn't wake like normal phone doe
967,1,beautiful saying though
968,0,company charge restoring fee still not given refund back
969,0,i'm trying return refund
970,0,plugged find not dark thing worked
971,1,excellent product
972,0,earned piece break easily
973,0,louse product
974,0,phone try hard do everything but fails ability phone
975,1,best charge seen market yet
976,1,sweetest phone
977,1,oh charge seems work fine
978,1,fit securely ear hook doe not even need used sound better directed ear canal
979,0,not enough volume
980,0,echo problem unsatisfactory
981,0,could take 2 video time quality wa poor
982,0,don't waste money
983,0,going first negative review product
984,0,adapted doe not provide enough charging current
985,0,wa much hope phone assumed wa best mistake
986,0,also cannot take picture case sense covered
987,0,phone fall easily
988,0,didn't work people not hear talk
989,0,text essaying feature really tricky use
990,0,i'm really disappointed charge doesn't work
991,0,painful ear
992,0,lasted one day blew
993,0,disappointed
994,0,kind flap around
995,0,screen doe get smudge easily touch ear face
996,0,piece june lose call phone
997,0,item doe not match picture
998,0,thing disappoint infra red port ida
999,0,not answer call unit never worked
1000,0,slow moving aimless movie distressed drifting young man
1001,0,not sure wa lost flat character audience nearly half walked
1002,0,attempting artless black white clever camera angle movie disappointed became even ridiculous acting wa poor plot line almost non extent
1003,0,little music anything speak
1004,1,best scene movie wa gerard trying find song keep running head
1005,0,rest movie lack art charm meaning emptiness work guess empty
1006,0,wasted two hour
1007,1,saw movie today thought wa good effort good message kiss
1008,0,bit predictable
1009,1,loved casting jimmy buffet science teacher
1010,1,baby owns adorable
1011,1,movie showed lot florida best made look appealing
1012,1,song best musket hilarious
1013,1,wa cool
1014,1,right case movie delivers everything almost right face
1015,0,average acting main person wa low budget clearly see
1016,1,review long overdue since consider tale two sister single greatest film ever made
1017,1,i'll put gem against movie term screenplay cinematography acting post production editing directing aspect film making
1018,1,practically perfect â– true masterpiece sea faut masterpiece
1019,1,structure film easily tightly constructed history cinema
